geometry|lat|lon|name|rating|type|zona_estudio|category|sub_cat
POINT (-78.5186243 -0.2208951)|-0.2208951|-78.5186243|Unidad Metropolitana De Salud Centro|4.9|local_government_office|TOCTIUCO|government|government
POINT (-78.5116103 -0.2104081)|-0.2104081|-78.5116103|Subcentro de Salud San Juan||local_government_office|TOCTIUCO|government|government
POINT (-78.5136625 -0.2189537)|-0.2189537|-78.5136625|Tattoo Arte|5.0|home_goods_store|TOCTIUCO|local_economy|stores
POINT (-78.52595219999999 -0.2249301)|-0.2249301|-78.52595219999999|UPC LA COLMENA||local_government_office|TOCTIUCO|government|government
POINT (-78.513223 -0.2186813)|-0.2186813|-78.513223|UNIDAD DE PATRONATO MUNICIPAL SAN JOSE|3.3|local_government_office|TOCTIUCO|government|government
POINT (-78.5131099 -0.2194664)|-0.2194664|-78.5131099|Vicepresidencia de la República|3.5|local_government_office|TOCTIUCO|government|government
POINT (-78.5096016 -0.2123151)|-0.2123151|-78.5096016|Guagua Centro Patronato San José|5.0|local_government_office|TOCTIUCO|government|government
POINT (-78.51419829999999 -0.221499)|-0.221499|-78.51419829999999|Secretaria de Territorio Hábitat y Vivienda|3.9|local_government_office|TOCTIUCO|government|government
POINT (-78.51391559999999 -0.2213424)|-0.2213424|-78.51391559999999|Secretaría General de Planificación|5.0|local_government_office|TOCTIUCO|government|government
POINT (-78.5140993 -0.2215354)|-0.2215354|-78.5140993|Secretaría de Movilidad|3.7|local_government_office|TOCTIUCO|government|government
POINT (-78.5139277 -0.221386)|-0.221386|-78.5139277|Ministerio del Interior|5.0|local_government_office|TOCTIUCO|government|government
POINT (-78.5117236 -0.2186827)|-0.2186827|-78.5117236|Secretaria General de Coordinacion Territorial y Particopacion Ciudadana|3.0|local_government_office|TOCTIUCO|government|government
POINT (-78.5123052 -0.2195419)|-0.2195419|-78.5123052|Servicio de Protección Presidencial||local_government_office|TOCTIUCO|government|government
POINT (-78.5138633 -0.2215271)|-0.2215271|-78.5138633|MDI - Edificio Sucre||local_government_office|TOCTIUCO|government|government
POINT (-78.5123636 -0.2211805)|-0.2211805|-78.5123636|oficina de registro de arrendamientos||local_government_office|TOCTIUCO|government|government
POINT (-78.5139666 -0.2228403)|-0.2228403|-78.5139666|Junta Metropolitana de Protección de Derechos de Niñez y Adolescencia|4.5|local_government_office|TOCTIUCO|government|government
POINT (-78.5111628 -0.2182526)|-0.2182526|-78.5111628|Somos Jp Producciones Internacional||night_club|TOCTIUCO|local_economy|entertainment
POINT (-78.5196832 -0.1926193)|-0.1926193|-78.5196832|Lost City UIO|4.7|night_club|TOCTIUCO|local_economy|entertainment
POINT (-78.5135371 -0.2251958)|-0.2251958|-78.5135371|BUHO´S MUSIK RESTAURANT - Exclusivo para seres nocturnos -|4.5|bar|TOCTIUCO|local_economy|entertainment
POINT (-78.50707360000001 -0.2210435999999999)|-0.2210435999999999|-78.50707360000001|Bar Crawl Quito|5.0|night_club|TOCTIUCO|local_economy|entertainment
POINT (-78.51761139999999 -0.1924381)|-0.1924381|-78.51761139999999|Vulqano Park|4.2|amusement_park|TOCTIUCO|built_environment|entertainment
POINT (-78.5070341 -0.2108737)|-0.2108737|-78.5070341|Parkour - Jardín San Juan Park|4.3|park|TOCTIUCO|built_environment|public_space
POINT (-78.512081 -0.220124)|-0.220124|-78.512081|Independence Square|4.6|tourist_attraction|TOCTIUCO|built_environment|public_space
POINT (-78.52700109999999 -0.2067241)|-0.2067241|-78.52700109999999|El colibrí - San Salvador Park|5.0|park|TOCTIUCO|built_environment|public_space
POINT (-78.52493849999999 -0.2063999)|-0.2063999|-78.52493849999999|Canchas San Salvador|4.4|park|TOCTIUCO|built_environment|public_space
POINT (-78.5210523 -0.2104168)|-0.2104168|-78.5210523|Cancha Basquet Salvador Allende|5.0|park|TOCTIUCO|built_environment|public_space
POINT (-78.51974210000002 -0.2074205)|-0.2074205|-78.51974210000002|Escalinata Canchagua Park||park|TOCTIUCO|built_environment|public_space
POINT (-78.5299931 -0.2049079)|-0.2049079|-78.5299931|La Chorrera - Quito|4.5|park|TOCTIUCO|built_environment|public_space
POINT (-78.52028779999999 -0.2138263)|-0.2138263|-78.52028779999999|Eugenio Espejo Park|5.0|park|TOCTIUCO|built_environment|public_space
POINT (-78.5158817 -0.2097067)|-0.2097067|-78.5158817|Skatepark de San Juan||park|TOCTIUCO|built_environment|public_space
POINT (-78.5155411 -0.2112882)|-0.2112882|-78.5155411|Cancha de las escalinatas|3.8|park|TOCTIUCO|built_environment|public_space
POINT (-78.520575 -0.2203523)|-0.2203523|-78.520575|Debió del viaducto|1.0|park|TOCTIUCO|built_environment|public_space
POINT (-78.5135445 -0.2072092)|-0.2072092|-78.5135445|miraflores polichasqui||park|TOCTIUCO|built_environment|public_space
POINT (-78.5135257 -0.2068917)|-0.2068917|-78.5135257|Acceso Bosque Cruz Loma|4.5|park|TOCTIUCO|built_environment|public_space
POINT (-78.5131583 -0.2074)|-0.2074|-78.5131583|Escultura Puerta del Guardián de Occidente||park|TOCTIUCO|built_environment|public_space
POINT (-78.5133567 -0.2054504)|-0.2054504|-78.5133567|Bosque Miraflores|3.9|park|TOCTIUCO|built_environment|public_space
POINT (-78.5122275 -0.2076595)|-0.2076595|-78.5122275|San Juan Park|4.8|park|TOCTIUCO|built_environment|public_space
POINT (-78.51756929999999 -0.2209388)|-0.2209388|-78.51756929999999|celular v|2.5|park|TOCTIUCO|built_environment|public_space
POINT (-78.51090339999999 -0.2085703)|-0.2085703|-78.51090339999999|FLIA GUEVARA RODRIGUEZ||park|TOCTIUCO|built_environment|public_space
POINT (-78.5135489 -0.2188215999999999)|-0.2188215999999999|-78.5135489|Plaza Santo Domingo|4.4|park|TOCTIUCO|built_environment|public_space
POINT (-78.5118219 -0.2182914)|-0.2182914|-78.5118219|Estacionamiento Cadisan|3.9|parking|TOCTIUCO|built_environment|transportation
POINT (-78.52057479999999 -0.2184121)|-0.2184121|-78.52057479999999|Estacionamiento YAKU|4.4|parking|TOCTIUCO|built_environment|transportation
POINT (-78.5161686 -0.2157821)|-0.2157821|-78.5161686|Estacionamiento EL TEJAR|3.8|parking|TOCTIUCO|built_environment|transportation
POINT (-78.51622669999999 -0.2163752)|-0.2163752|-78.51622669999999|Parqueadero Publico|5.0|parking|TOCTIUCO|built_environment|transportation
POINT (-78.5224307 -0.2213853)|-0.2213853|-78.5224307|Las Palmas De San Antonio||parking|TOCTIUCO|built_environment|transportation
POINT (-78.51693350000001 -0.2181996)|-0.2181996|-78.51693350000001|"Parqueadero ""La Campana"""|4.7|parking|TOCTIUCO|built_environment|transportation
POINT (-78.5186962 -0.2198056)|-0.2198056|-78.5186962|Parqueadero|3.0|parking|TOCTIUCO|built_environment|transportation
POINT (-78.5163176 -0.2176754)|-0.2176754|-78.5163176|Parqueadero||parking|TOCTIUCO|built_environment|transportation
POINT (-78.51732299999999 -0.2196728)|-0.2196728|-78.51732299999999|PARQUEADERO EL SALVADOR|3.0|parking|TOCTIUCO|built_environment|transportation
POINT (-78.5169653 -0.2197166)|-0.2197166|-78.5169653|Parqueadero Centro Histórico|4.6|parking|TOCTIUCO|built_environment|transportation
POINT (-78.5146287 -0.2173385)|-0.2173385|-78.5146287|Parqueadero La Merced|3.9|parking|TOCTIUCO|built_environment|transportation
POINT (-78.5132943 -0.2156433)|-0.2156433|-78.5132943|Mediodia Parqueadero|5.0|parking|TOCTIUCO|built_environment|transportation
POINT (-78.518641 -0.2219445)|-0.2219445|-78.518641|Parqueadero|4.7|parking|TOCTIUCO|built_environment|transportation
POINT (-78.5128069 -0.2161453)|-0.2161453|-78.5128069|"Parqueadero: La Merced ""Cotopaxi"""|3.9|parking|TOCTIUCO|built_environment|transportation
POINT (-78.5131284 -0.2168473)|-0.2168473|-78.5131284|Parqueadero|2.7|parking|TOCTIUCO|built_environment|transportation
POINT (-78.5133299 -0.2189381)|-0.2189381|-78.5133299|Parqueadero||parking|TOCTIUCO|built_environment|transportation
POINT (-78.5133879 -0.2193243)|-0.2193243|-78.5133879|Parqueadero|4.8|parking|TOCTIUCO|built_environment|transportation
POINT (-78.50878449999999 -0.2154585000000001)|-0.2154585000000001|-78.50878449999999|BICI-P||parking|TOCTIUCO|built_environment|transportation
POINT (-78.507865 -0.2144495)|-0.2144495|-78.507865|Parqueadero basilica|4.8|parking|TOCTIUCO|built_environment|transportation
POINT (-78.5233798 -0.2117568)|-0.2117568|-78.5233798|BOTSHIL|4.3|pet_store|TOCTIUCO|local_economy|stores
POINT (-78.5216094 -0.2198691)|-0.2198691|-78.5216094|Agro JC||pet_store|TOCTIUCO|local_economy|stores
POINT (-78.5241515 -0.232195)|-0.232195|-78.5241515|Pets grooming||pet_store|TOCTIUCO|local_economy|stores
POINT (-78.51202529999999 -0.2226085)|-0.2226085|-78.51202529999999|Hotel Boutique Plaza Sucre|4.3|lodging|TOCTIUCO|local_economy|services
POINT (-78.5125539 -0.2224691)|-0.2224691|-78.5125539|Hotel San Francisco de Quito|4.2|lodging|TOCTIUCO|local_economy|services
POINT (-78.5157251 -0.2208811)|-0.2208811|-78.5157251|Hotel Boutique Portal de Cantuña|4.5|lodging|TOCTIUCO|local_economy|services
POINT (-78.5120666 -0.2194316)|-0.2194316|-78.5120666|Hotel Plaza Grande Quito|4.7|lodging|TOCTIUCO|local_economy|services
POINT (-78.51540059999999 -0.2211899)|-0.2211899|-78.51540059999999|Casa Gangotena|4.8|lodging|TOCTIUCO|local_economy|services
POINT (-78.5100236 -0.2211351)|-0.2211351|-78.5100236|Hostal Quito Cultural|4.2|lodging|TOCTIUCO|local_economy|services
POINT (-78.509174 -0.2208669)|-0.2208669|-78.509174|Hostal Mia Leticia|4.4|lodging|TOCTIUCO|local_economy|services
POINT (-78.5099563 -0.2210091)|-0.2210091|-78.5099563|Hotel Viena|4.2|lodging|TOCTIUCO|local_economy|services
POINT (-78.51118860000001 -0.2185667)|-0.2185667|-78.51118860000001|Hotel Patio Andaluz|4.6|lodging|TOCTIUCO|local_economy|services
POINT (-78.5102819 -0.2161021)|-0.2161021|-78.5102819|Hotel Casa Gardenia|4.6|lodging|TOCTIUCO|local_economy|services
POINT (-78.513013 -0.2267741)|-0.2267741|-78.513013|Hotel Principal|4.4|lodging|TOCTIUCO|local_economy|services
POINT (-78.51001629999999 -0.2230568)|-0.2230568|-78.51001629999999|Casa San Marcos|4.6|lodging|TOCTIUCO|local_economy|services
POINT (-78.51409819999999 -0.223349)|-0.223349|-78.51409819999999|Viajero|4.6|lodging|TOCTIUCO|local_economy|services
POINT (-78.51072239999999 -0.2189544)|-0.2189544|-78.51072239999999|Hotel El Relicario Del Carmen Hotel|4.6|lodging|TOCTIUCO|local_economy|services
POINT (-78.51364679999999 -0.2248488)|-0.2248488|-78.51364679999999|La Casona de la Ronda Hotel|4.7|tourist_attraction|TOCTIUCO|built_environment|public_space
POINT (-78.5092219 -0.2146269)|-0.2146269|-78.5092219|Hospedaje Huanacauri Quito|3.9|lodging|TOCTIUCO|local_economy|services
POINT (-78.5115 -0.2227935)|-0.2227935|-78.5115|Huasi Continental|4.0|lodging|TOCTIUCO|local_economy|services
POINT (-78.5126719 -0.2181048)|-0.2181048|-78.5126719|Hotel Catedral Internacional|4.0|lodging|TOCTIUCO|local_economy|services
POINT (-78.5093254 -0.211661)|-0.211661|-78.5093254|Blue Door Housing Historic Quito|4.5|lodging|TOCTIUCO|local_economy|services
POINT (-78.5090839 -0.2215555)|-0.2215555|-78.5090839|Hostel Centro Quito Ecuador|3.9|lodging|TOCTIUCO|local_economy|services
POINT (-78.51896219999999 -0.2247354)|-0.2247354|-78.51896219999999|LunaWasi Tipis|5.0|movie_theater|TOCTIUCO|local_economy|entertainment
POINT (-78.5165536 -0.191216)|-0.191216|-78.5165536|AutoCine Quito Teleférico|4.4|movie_theater|TOCTIUCO|local_economy|entertainment
POINT (-78.5088732 -0.2232655)|-0.2232655|-78.5088732|Posdata Film||movie_theater|TOCTIUCO|local_economy|entertainment
POINT (-78.5061822 -0.2190681)|-0.2190681|-78.5061822|Toner Film||movie_theater|TOCTIUCO|local_economy|entertainment
POINT (-78.5083815 -0.2232536)|-0.2232536|-78.5083815|Lejania Film|1.0|movie_theater|TOCTIUCO|local_economy|entertainment
POINT (-78.5170102 -0.2108929)|-0.2108929|-78.5170102|Blasystems|2.0|shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.5148019 -0.2175501)|-0.2175501|-78.5148019|La Merced Mall Parking Lot|4.0|shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.52480539999999 -0.2188757)|-0.2188757|-78.52480539999999|Flores Navarro Cecilia|3.0|shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.52154320000001 -0.2193002)|-0.2193002|-78.52154320000001|Mercado de San Roque|3.6|shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.5166424 -0.2161516)|-0.2161516|-78.5166424|Sector El Tejar Centro De Quito|4.2|shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.5160082 -0.2155682)|-0.2155682|-78.5160082|Centro Comercial Nuevo Amanecer|4.0|shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.51592629999999 -0.2156621)|-0.2156621|-78.51592629999999|Pure vanity|4.1|shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.5157693 -0.2155968)|-0.2155968|-78.5157693|TIXITEXTILES CIA LTDA||shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.51559379999999 -0.2158825)|-0.2158825|-78.51559379999999|Lasland Cuero y Moda|5.0|shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.515413 -0.2161661)|-0.2161661|-78.515413|Plaza Hermano Miguel|4.0|shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.5153855 -0.2161921)|-0.2161921|-78.5153855|Centro Comercial El Tejar|4.1|shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.51567090000002 -0.2168351)|-0.2168351|-78.51567090000002|Calle Aguirre||shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.5147048 -0.2160199)|-0.2160199|-78.5147048|Centro comercial Hermano Miguel|4.2|shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.51986959999999 -0.2210492)|-0.2210492|-78.51986959999999|Plataforma Central 1ro de Mayo. San Roque|4.0|shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.5082089 -0.2182879)|-0.2182879|-78.5082089|Farmacias Fybeca|4.1|pharmacy|TOCTIUCO|health|health
POINT (-78.5045861 -0.2043715)|-0.2043715|-78.5045861|MegaBotikas||pharmacy|TOCTIUCO|health|health
POINT (-78.52209119999999 -0.2107043)|-0.2107043|-78.52209119999999|FARMACIAS LH||pharmacy|TOCTIUCO|health|health
POINT (-78.52545719999999 -0.204172)|-0.204172|-78.52545719999999|Farmacia Pharmavid|5.0|pharmacy|TOCTIUCO|health|health
POINT (-78.5227685 -0.2207318)|-0.2207318|-78.5227685|Mi Farmacia|5.0|pharmacy|TOCTIUCO|health|health
POINT (-78.51261629999999 -0.2106012)|-0.2106012|-78.51261629999999|Farmacia Verbena San Juan||pharmacy|TOCTIUCO|health|health
POINT (-78.5164882 -0.2192804)|-0.2192804|-78.5164882|Su Farmacia Alianza||pharmacy|TOCTIUCO|health|health
POINT (-78.51413769999999 -0.2163021)|-0.2163021|-78.51413769999999|Blanquifarm||pharmacy|TOCTIUCO|health|health
POINT (-78.5140603 -0.2162192)|-0.2162192|-78.5140603|DISTRIBUIDORA BLANQUITA||pharmacy|TOCTIUCO|health|health
POINT (-78.51197909999999 -0.2104778)|-0.2104778|-78.51197909999999|Farmacias Economicas|3.5|pharmacy|TOCTIUCO|health|health
POINT (-78.5142882 -0.219071)|-0.219071|-78.5142882|Farmacia Reino Unido|4.2|pharmacy|TOCTIUCO|health|health
POINT (-78.525649 -0.2249506)|-0.2249506|-78.525649|Farmacias del Barrio|4.0|pharmacy|TOCTIUCO|health|health
POINT (-78.5132105 -0.2187252)|-0.2187252|-78.5132105|Farmacias Sana Sana||pharmacy|TOCTIUCO|health|health
POINT (-78.51709950000001 -0.222846)|-0.222846|-78.51709950000001|Fybeca||pharmacy|TOCTIUCO|health|health
POINT (-78.5150452 -0.2213559)|-0.2213559|-78.5150452|FARMACIAS ECONOMICAS||pharmacy|TOCTIUCO|health|health
POINT (-78.5146469 -0.2210537)|-0.2210537|-78.5146469|Las Mascotas Veterinaria & Petshop|5.0|meal_delivery|TOCTIUCO|local_economy|food and drinks
POINT (-78.5153959 -0.2218828)|-0.2218828|-78.5153959|Centro Naturista Ecuafarma Natural||pharmacy|TOCTIUCO|health|health
POINT (-78.5154496 -0.2219479)|-0.2219479|-78.5154496|Sebastián de Belalcázar y Simón Bolívar||pharmacy|TOCTIUCO|health|health
POINT (-78.5242938 -0.2257021)|-0.2257021|-78.5242938|FARMACIA SG2|5.0|pharmacy|TOCTIUCO|health|health
POINT (-78.5113293 -0.2170982)|-0.2170982|-78.5113293|DISFARGUT|5.0|pharmacy|TOCTIUCO|health|health
POINT (-78.51934349999999 -0.2220034)|-0.2220034|-78.51934349999999|Integral Dinamic Centro de Fisioterapia||physiotherapist|TOCTIUCO|health|health
POINT (-78.5110167 -0.2006088)|-0.2006088|-78.5110167|Rehabilitación Física y Terapia Respiratoria Reinozo|5.0|physiotherapist|TOCTIUCO|health|health
POINT (-78.5078166 -0.2054926)|-0.2054926|-78.5078166|Oasis Spa & Fisioterapia||beauty_salon|TOCTIUCO|local_economy|services
POINT (-78.5066974 -0.2039855)|-0.2039855|-78.5066974|Polimed||physiotherapist|TOCTIUCO|health|health
POINT (-78.50576339999999 -0.2040852)|-0.2040852|-78.50576339999999|FISIOPLAY Tratamiento Fisioterapéutico||physiotherapist|TOCTIUCO|health|health
POINT (-78.5039705 -0.2098749)|-0.2098749|-78.5039705|Centro Ortopédico Freire|5.0|physiotherapist|TOCTIUCO|health|health
POINT (-78.5110572 -0.1967615)|-0.1967615|-78.5110572|Dirección Nacional de Comunicaciones Policía Nacional del Ecuador|4.0|police|TOCTIUCO|government|government
POINT (-78.5243307 -0.2113827)|-0.2113827|-78.5243307|UPC TOCTIUCO|5.0|police|TOCTIUCO|government|government
POINT (-78.520484 -0.2074748)|-0.2074748|-78.520484|UPC LA INDEPENDENCIA||police|TOCTIUCO|government|government
POINT (-78.52118469999999 -0.2161192)|-0.2161192|-78.52118469999999|Upc Placer alto||police|TOCTIUCO|government|government
POINT (-78.5192608 -0.2156156)|-0.2156156|-78.5192608|UPC Placer Bajo||police|TOCTIUCO|government|government
POINT (-78.5163263 -0.2094912)|-0.2094912|-78.5163263|Upc la independencia|2.5|police|TOCTIUCO|government|government
POINT (-78.5215515 -0.218483)|-0.218483|-78.5215515|UPC Mercado San Roque|4.0|police|TOCTIUCO|government|government
POINT (-78.5248876 -0.2200264)|-0.2200264|-78.5248876|UPC LA LIBERTAD|1.0|police|TOCTIUCO|government|government
POINT (-78.5199523 -0.2200801)|-0.2200801|-78.5199523|UPC-Distrito Manuelita Saenz||police|TOCTIUCO|government|government
POINT (-78.51694719999999 -0.2181613)|-0.2181613|-78.51694719999999|UPC Ipiales|4.0|police|TOCTIUCO|government|government
POINT (-78.5189297 -0.2208462)|-0.2208462|-78.5189297|Unidad De Vigilancia Policia 24 De Mayo||police|TOCTIUCO|government|government
POINT (-78.5133458 -0.215461)|-0.215461|-78.5133458|Centro Parqueadero||police|TOCTIUCO|government|government
POINT (-78.511483 -0.2104759)|-0.2104759|-78.511483|UPC San Juan||police|TOCTIUCO|government|government
POINT (-78.5114353 -0.210493)|-0.210493|-78.5114353|UPC|5.0|police|TOCTIUCO|government|government
POINT (-78.5167424 -0.2232372)|-0.2232372|-78.5167424|UPC 24 DE MAYO|5.0|police|TOCTIUCO|government|government
POINT (-78.51677889999999 -0.2232682)|-0.2232682|-78.51677889999999|Sub-Circuito 24 de Mayo||police|TOCTIUCO|government|government
POINT (-78.52513940000001 -0.2266707)|-0.2266707|-78.52513940000001|UPC SAN JOSE LA LIBERTAD|1.0|police|TOCTIUCO|government|government
POINT (-78.5252783 -0.2267177)|-0.2267177|-78.5252783|Policía Comunitaria La Colmena|5.0|police|TOCTIUCO|government|government
POINT (-78.5318241 -0.2262743)|-0.2262743|-78.5318241|UPC Santa Lucia||police|TOCTIUCO|government|government
POINT (-78.5105512 -0.2190517)|-0.2190517|-78.5105512|DIRECCION METROPOLITANA ADMINISTRATIVA (DMA)||police|TOCTIUCO|government|government
POINT (-78.51656609999999 -0.2161297)|-0.2161297|-78.51656609999999|URBANO ENVÍOS AGENCIADO TEJAR||post_office|TOCTIUCO|local_economy|services
POINT (-78.5139272 -0.2214086)|-0.2214086|-78.5139272|SICOSEP & COSP||post_office|TOCTIUCO|local_economy|services
POINT (-78.5128687 -0.2212504)|-0.2212504|-78.5128687|pasaje amador|4.2|post_office|TOCTIUCO|local_economy|services
POINT (-78.5068309 -0.2046729)|-0.2046729|-78.5068309|Plus Courier|5.0|post_office|TOCTIUCO|local_economy|services
POINT (-78.5048389 -0.2166261)|-0.2166261|-78.5048389|american englis fundación||post_office|TOCTIUCO|local_economy|services
POINT (-78.51202529999999 -0.2226085)|-0.2226085|-78.51202529999999|Hotel Boutique Plaza Sucre|4.3|lodging|TOCTIUCO|local_economy|services
POINT (-78.51388349999999 -0.2200254)|-0.2200254|-78.51388349999999|San Francisco|4.4|restaurant|TOCTIUCO|local_economy|food and drinks
POINT (-78.5130368 -0.219087)|-0.219087|-78.5130368|Pollos Gus|3.9|restaurant|TOCTIUCO|local_economy|food and drinks
POINT (-78.513858 -0.2214972)|-0.2214972|-78.513858|San Ignacio|4.4|restaurant|TOCTIUCO|local_economy|food and drinks
POINT (-78.5121094 -0.2206255)|-0.2206255|-78.5121094|Fabiolita|4.4|restaurant|TOCTIUCO|local_economy|food and drinks
POINT (-78.5118597 -0.2196251)|-0.2196251|-78.5118597|Café del Fraile|4.4|restaurant|TOCTIUCO|local_economy|food and drinks
POINT (-78.5110468 -0.220097)|-0.220097|-78.5110468|Da Rocco|4.1|restaurant|TOCTIUCO|local_economy|food and drinks
POINT (-78.5098048 -0.2190947)|-0.2190947|-78.5098048|En-Dulce|4.6|bakery|TOCTIUCO|local_economy|food and drinks
POINT (-78.5110224 -0.2209624)|-0.2209624|-78.5110224|Oasis|4.5|restaurant|TOCTIUCO|local_economy|food and drinks
POINT (-78.50975629999999 -0.2191318)|-0.2191318|-78.50975629999999|Cebiches de la Rumiñahui|4.2|restaurant|TOCTIUCO|local_economy|food and drinks
POINT (-78.5139253 -0.224368)|-0.224368|-78.5139253|Leña Quiteña|4.1|restaurant|TOCTIUCO|local_economy|food and drinks
POINT (-78.5080949 -0.2183507)|-0.2183507|-78.5080949|Las Menestras Del Negro|4.1|restaurant|TOCTIUCO|local_economy|food and drinks
POINT (-78.5093354 -0.2235415)|-0.2235415|-78.5093354|La Purisima|4.3|restaurant|TOCTIUCO|local_economy|food and drinks
POINT (-78.507408 -0.2212182)|-0.2212182|-78.507408|Bandido Brewing|4.7|bar|TOCTIUCO|local_economy|entertainment
POINT (-78.5037658 -0.2098651)|-0.2098651|-78.5037658|el fogon parrilladas|4.3|restaurant|TOCTIUCO|local_economy|food and drinks
POINT (-78.5127328 -0.2190937)|-0.2190937|-78.5127328|Caravana Fast Food|4.0|restaurant|TOCTIUCO|local_economy|food and drinks
POINT (-78.5056934 -0.2194542)|-0.2194542|-78.5056934|ANTOJITOS||restaurant|TOCTIUCO|local_economy|food and drinks
POINT (-78.5232816 -0.2113386)|-0.2113386|-78.5232816|FRANQUICIA CN FRUTELEG GROUP|4.5|grocery_or_supermarket|TOCTIUCO|local_economy|stores
POINT (-78.52220489999999 -0.209894)|-0.209894|-78.52220489999999|Las MENESTRAS de Don K-po|4.9|restaurant|TOCTIUCO|local_economy|food and drinks
POINT (-78.512652 -0.216907)|-0.216907|-78.512652|Unidad Educativa Borja 1|4.8|school|TOCTIUCO|education|education
POINT (-78.520999 -0.2079618999999999)|-0.2079618999999999|-78.520999|Unidad Educativa Pichincha|3.0|school|TOCTIUCO|education|education
POINT (-78.5136337 -0.2169607)|-0.2169607|-78.5136337|Fe y Alegría Regional Pichincha|4.0|school|TOCTIUCO|education|education
POINT (-78.5143617 -0.2219003)|-0.2219003|-78.5143617|Otavalo Learning & Adventure||school|TOCTIUCO|education|education
POINT (-78.50915069999999 -0.2039812)|-0.2039812|-78.50915069999999|Swimmer Kids|4.3|secondary_school|TOCTIUCO|education|education
POINT (-78.51147230000001 -0.1991997)|-0.1991997|-78.51147230000001|Fundacion Centro San Juan De Jerusalen|5.0|school|TOCTIUCO|education|education
POINT (-78.5090438 -0.2015944)|-0.2015944|-78.5090438|Instituto Luigi Galvani|3.9|school|TOCTIUCO|education|education
POINT (-78.5073137 -0.2130312)|-0.2130312|-78.5073137|"Unidad educativa Particular ""Ecuador"""|5.0|school|TOCTIUCO|education|education
POINT (-78.5073404 -0.2165005)|-0.2165005|-78.5073404|Electronic school Pichincha|3.0|school|TOCTIUCO|education|education
POINT (-78.5066394 -0.2156906)|-0.2156906|-78.5066394|Colegio Hermano Miguel La Salle|4.2|school|TOCTIUCO|education|education
POINT (-78.5087497 -0.198721)|-0.198721|-78.5087497|"Colegio Experimental ""Juan Montalvo"""|4.3|school|TOCTIUCO|education|education
POINT (-78.5162675 -0.2192821)|-0.2192821|-78.5162675|Unidad Educativa Franciscana San Andrés - Centro|4.3|secondary_school|TOCTIUCO|education|education
POINT (-78.5086347 -0.224076)|-0.224076|-78.5086347|Mujeres de Frente|5.0|school|TOCTIUCO|education|education
POINT (-78.50491579999999 -0.2124224)|-0.2124224|-78.50491579999999|Instituto Nacional Mejía|4.6|secondary_school|TOCTIUCO|education|education
POINT (-78.52431659999999 -0.2084596)|-0.2084596|-78.52431659999999|Cbv Tierra de hombres||school|TOCTIUCO|education|education
POINT (-78.5239558 -0.2123963)|-0.2123963|-78.5239558|Centro Educativo de Educación Inicial Eduardo Villaquiran|3.0|school|TOCTIUCO|education|education
POINT (-78.5224866 -0.2096861)|-0.2096861|-78.5224866|zeidviainey||school|TOCTIUCO|education|education
POINT (-78.5170102 -0.2108929)|-0.2108929|-78.5170102|Blasystems|2.0|shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.5148019 -0.2175501)|-0.2175501|-78.5148019|La Merced Mall Parking Lot|4.0|shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.52480539999999 -0.2188757)|-0.2188757|-78.52480539999999|Flores Navarro Cecilia|3.0|shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.52154320000001 -0.2193002)|-0.2193002|-78.52154320000001|Mercado de San Roque|3.6|shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.5166424 -0.2161516)|-0.2161516|-78.5166424|Sector El Tejar Centro De Quito|4.2|shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.5160082 -0.2155682)|-0.2155682|-78.5160082|Centro Comercial Nuevo Amanecer|4.0|shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.51592629999999 -0.2156621)|-0.2156621|-78.51592629999999|Pure vanity|4.1|shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.5157693 -0.2155968)|-0.2155968|-78.5157693|TIXITEXTILES CIA LTDA||shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.51559379999999 -0.2158825)|-0.2158825|-78.51559379999999|Lasland Cuero y Moda|5.0|shopping_mall|TOCTIUCO|built_environment|public_space
POINT (-78.515413 -0.2161661)|-0.2161661|-78.515413|Plaza Hermano Miguel|4.0|shopping_mall|TOCTIUCO|built_environment|public_space
